day,animalCount,grassCount,bigGrassCount,emptyFieldCount,mostPopularGenomeCount,averageLifeLength,totalDeadAnimals,averageEnergy,averageChildrenCount
157,47,14,0,56,1,9,3,424,32,4,0,4
158,49,12,0,57,1,9,3,429,31,3,0,4
159,50,14,0,60,1,9,3,437,30,6,0,5
160,47,14,0,50,1,9,2,444,32,6,0,5
161,50,14,0,50,1,9,2,447,30,7,0,5
162,53,13,0,54,1,9,2,452,28,7,0,5
163,51,14,0,51,1,9,1,461,29,7,0,5
164,52,16,0,49,1,9,1,466,29,3,0,5
165,53,16,0,53,1,9,1,474,28,9,0,6
166,57,15,0,55,1,9,1,480,27,3,0,4
167,54,14,0,58,1,9,1,492,30,2,0,3
168,50,13,0,53,1,9,0,503,33,2,0,5
169,57,15,0,51,1,9,0,505,28,6,0,5
170,55,15,0,50,1,8,9,515,29,6,0,4
171,53,17,0,49,1,8,8,525,30,8,0,4
172,53,17,0,50,2,8,8,533,30,9,0,4
173,52,16,0,53,2,8,8,541,32,3,0,4
174,54,15,0,52,1,8,8,546,31,0,0,5
175,58,15,0,52,1,8,8,552,29,0,0,5
176,59,14,0,55,1,8,7,562,28,9,0,4
177,55,12,0,54,1,8,7,574,31,6,0,4
178,55,12,0,55,1,8,6,582,31,8,0,4
179,55,11,0,55,1,8,6,590,31,7,0,4
180,56,10,0,57,1,8,6,598,31,5,0,4
181,57,11,0,54,1,8,6,605,30,9,0,5
182,62,9,0,55,1,8,5,611,29,1,0,5
183,62,9,0,56,1,8,5,621,29,5,0,5
184,63,10,0,55,1,8,5,631,29,2,0,5
185,63,8,0,55,1,8,4,642,29,6,0,5
186,59,11,0,46,1,8,4,652,31,7,0,5
187,67,12,0,50,1,8,4,657,27,6,0,4
188,60,13,0,50,1,8,4,674,31,5,0,4
189,57,12,0,47,1,8,4,683,33,4,0,5
190,65,13,0,52,1,8,3,687,28,9,0,3
191,61,12,0,53,1,8,3,702,31,5,0,4
192,64,13,0,54,1,8,3,712,30,0,0,4
193,60,13,0,50,1,8,2,725,32,1,0,4
194,62,12,0,52,1,8,2,734,31,1,0,5
195,65,12,0,49,1,8,2,742,29,5,0,4
196,57,12,0,45,1,8,1,755,33,8,0,4
197,59,11,0,51,1,8,1,761,32,5,0,5
198,63,9,0,50,1,8,1,766,30,1,0,5
199,68,12,0,48,1,8,1,772,27,9,0,5
200,73,13,0,55,1,8,1,783,26,2,0,5
201,70,9,0,57,1,8,0,800,27,8,0,5
202,70,11,0,47,1,8,0,812,28,3,0,5
203,70,13,0,48,1,8,0,825,28,2,0,5
204,65,10,0,43,1,7,9,838,30,6,0,5
205,70,10,0,50,1,7,9,845,28,2,0,5
206,72,10,0,48,1,7,9,856,27,3,0,4
207,65,10,0,51,1,7,9,873,30,9,0,4
208,66,10,0,50,1,7,9,882,30,9,0,5
209,68,10,0,44,1,7,8,889,29,8,0,5
210,67,11,0,43,1,7,8,899,30,1,0,6
211,73,13,0,48,1,7,8,905,27,4,0,6
212,75,13,0,45,1,7,8,916,26,7,0,6
213,72,12,0,38,1,7,8,928,27,6,0,5
214,74,12,0,46,1,7,8,939,27,1,0,5
215,72,11,0,46,1,7,8,953,28,5,0,5
216,70,10,0,49,1,7,7,965,29,4,0,4
217,68,12,0,51,1,7,7,979,30,4,0,5
218,66,10,0,48,1,7,7,989,31,4,0,4
219,65,12,0,49,1,7,7,998,31,5,0,4
220,68,11,0,53,1,7,7,1007,30,2,0,4
221,73,12,0,52,2,7,7,1017,28,4,0,5
222,70,12,0,46,2,7,6,1030,29,4,0,5
223,74,10,0,47,2,7,6,1039,27,8,0,5
224,77,11,0,50,1,7,6,1051,27,2,0,5
225,73,11,0,45,2,7,6,1066,29,1,0,4
226,69,9,0,50,2,7,6,1081,31,5,0,5
227,71,10,0,48,2,7,6,1089,30,3,0,4
228,73,9,0,48,1,7,5,1099,29,7,0,5
229,80,9,0,50,1,7,5,1108,27,1,0,6
230,80,10,0,46,1,7,5,1122,27,2,0,4
231,74,9,0,47,1,7,5,1141,29,9,0,5
232,73,11,0,45,1,7,5,1153,30,4,0,4
233,71,9,0,48,1,7,5,1166,31,5,0,4
234,75,10,0,50,2,7,5,1176,30,0,0,4
235,74,10,0,46,1,7,4,1190,30,7,0,5
236,78,11,0,49,1,7,4,1200,29,0,0,4
237,77,9,0,48,1,7,4,1217,29,6,0,5
238,82,9,0,51,1,7,4,1228,28,0,0,5
239,82,10,0,45,1,7,4,1243,27,9,0,5
240,80,12,0,40,2,7,4,1259,29,4,0,5
241,79,10,0,41,1,7,3,1271,29,8,0,4
242,79,12,0,44,1,7,3,1285,29,9,0,5
243,81,9,0,44,1,7,3,1297,29,3,0,5
244,82,11,0,44,1,7,3,1311,28,9,0,4
245,77,11,0,48,1,7,3,1329,31,0,0,4
246,77,9,0,48,1,7,2,1341,31,3,0,4
247,80,11,0,46,1,7,2,1353,30,1,0,5
248,80,11,0,42,1,7,2,1366,30,1,0,5
249,86,14,0,44,1,7,2,1376,27,9,0,5
250,85,14,0,41,1,7,2,1394,28,5,0,5
251,85,12,0,42,1,7,2,1410,28,7,0,5
252,82,12,0,42,2,7,2,1426,29,8,0,4
253,81,13,0,40,2,7,2,1441,30,0,0,5
254,85,15,0,40,2,7,1,1453,28,4,0,4
255,79,12,0,41,2,7,1,1472,30,8,0,5
256,84,13,0,41,1,7,1,1482,28,8,0,4
257,81,10,0,44,1,7,1,1500,30,2,0,4
258,79,12,0,38,1,7,1,1513,31,3,0,4
259,85,11,0,46,1,7,1,1526,29,3,0,5
260,85,9,0,40,1,7,1,1539,29,4,0,5
261,88,9,0,40,1,7,0,1552,28,2,0,6
262,92,8,0,45,1,7,0,1564,27,4,0,5
263,87,8,0,45,1,7,0,1585,29,0,0,5
264,88,10,0,41,1,7,0,1601,28,9,0,5
265,89,9,0,44,1,7,0,1618,28,7,0,5
266,86,9,0,45,1,7,0,1636,30,0,0,5
267,89,12,0,42,1,7,0,1649,29,3,0,5
268,90,9,0,41,1,6,9,1664,29,3,0,5
269,95,9,0,45,1,6,9,1679,27,7,0,4
270,88,10,0,45,1,6,9,1702,30,2,0,4
271,85,9,0,44,1,6,9,1721,31,5,0,5
272,94,11,0,44,2,6,9,1730,28,1,0,4
273,84,9,0,38,2,6,9,1753,31,6,0,4
274,89,8,0,43,2,6,9,1765,30,3,0,4
275,87,9,0,37,2,6,8,1781,31,0,0,4
276,88,11,0,40,2,6,8,1795,30,5,0,4
277,93,10,0,38,1,6,8,1809,29,1,0,5
278,96,8,0,37,1,6,8,1823,28,1,0,6
279,104,6,0,43,1,6,8,1839,25,9,0,6
280,99,9,0,38,1,6,8,1863,27,5,0,5
281,101,7,0,42,1,6,8,1883,27,1,0,5
282,102,10,0,40,1,6,8,1904,27,2,0,5
283,101,8,0,41,1,6,7,1926,27,6,0,5
284,104,9,0,42,1,6,7,1946,26,8,0,5
